source_row_hash,kontraktsdatum,publiceringsdatum,tilltradesdatum,municipality_name,brf_org_nummer,fastighetsbeteckning,adress,slutpris,utgangspris,pris_idag,kr_per_kvm,budpremie_kr,budpremie_pct,rum,boa_kvm,vaning,vaningar,hiss,balkong,varme_gemensam,bostadstyp,byggar,nyprod,manadsavg,arsavg_per_kvm,annonstid_dagar,source_name
85691120b067e80ffe3069489c0796e3b7f84bc7,2020-11-25,2020-11-25,2021-01-03,Gävle,785000-2614,STIGSLUND 43:5,Furumovägen 12,1400000,,1331864,19471,,,3.0,71.9,,10,True,False,False,lagenhet,,False,2774,463,0,VD Pro
861a7cd45b5db8a94825f04bc9fdc613ce37a384,2020-11-25,2020-11-24,2021-01-10,Gävle,769627-9699,VARVA 1:65,Persbackavändan 14 G,2800000,2800000,2766006,25926,0,0.0,4.0,108.0,,,True,False,False,radhus,2015,False,5098,566,1,VD Pro
6ec78f8de1fb3b14259db3906887b721aeeb698e,2020-11-24,2020-11-13,2020-12-14,Gävle,785000-3141,SÄTRA 80:1,Fältspatvägen 44,1290000,975000,1274338,16125,315000,32.3,3.0,80.0,3,4,False,False,True,lagenhet,,False,3684,553,11,VD Pro
f3c48339add95a466edeca1075855c638e7fb84f,2020-11-24,2020-09-11,2020-12-03,Gävle,785000-0311,STIGSLUND 51:4,Tallåsvägen 8,1625000,1595000,1545913,21353,30000,1.88,3.0,76.1,3,4,True,False,False,lagenhet,1960,False,3300,520,74,VD Pro
40496e4a59a2bac2aa60ea16920a9dac258360d1,2020-11-24,2020-11-10,2020-12-09,Gävle,785000-2085,SÖDER 48:5,Övre Arbetshusgatan 60,1600000,1475000,1522130,23881,125000,8.47,3.0,67.0,2,3,True,False,False,lagenhet,1957,False,3018,541,14,VD Pro
84cc523b11d21df265207510a78795236fad311f,2020-11-24,2019-07-04,2021-02-11,Gävle,785000-2226,SÖDER 56:8,Övre Åkargatan 56 B,2050000,1995000,1950229,26554,55000,2.75,3.0,77.2,2,9,False,False,False,lagenhet,1958,False,4303,669,509,VD Pro
7415be970922af716b6ec7608570e59a20b0f3ef,2020-11-24,2020-08-27,2021-03-04,Gävle,785000-3463,SÄTRA 30:1,Älgpasset 7 D,1800000,1775000,1778147,16744,25000,1.4,3.0,107.5,,,True,False,True,radhus,1971,False,5237,585,89,VD Pro
182eeb522ec8e7b4f87a6ad86b610a453b912853,2020-11-24,2020-09-30,,Gävle,769638-5397,,Solviksvägen,2680000,2680000,2549568,33924,0,0.0,3.0,79.0,1,2,False,False,True,lagenhet,2022,False,4119,626,55,VD Pro
11164ae1977a1266a19a4b957f0c00c24a77c3e3,2020-11-24,2020-11-03,2021-03-04,Gävle,769631-4751,ALDERHOLMEN 5:25,Redargatan 1,2900000,2795000,2758861,31868,105000,3.75,3.0,91.0,2,5,False,False,False,lagenhet,2017,False,4715,622,21,VD Pro
183c9a8a3eef72114f316014411f9b3010101ad7,2020-11-23,2020-11-18,2021-02-23,Gävle,716413-4681,NORR 18:2,Ruddammsgatan 42,1600000,1495000,1522130,27119,105000,7.02,2.0,59.0,4,5,False,False,False,lagenhet,1986,False,4139,842,5,VD Pro
6dd3e833643a688d7f07ea3012f019ce1015d9f3,2020-11-21,,2021-02-25,Gävle,785000-2002,SÖDERTULL 27:10,Fleminggatan 27C,1700000,1495000,1590935,25373,205000,13.71,3.0,67.0,3,3,False,True,False,lagenhet,1960,False,2789,500,,VD Pro
d8c86b9726bf2f91ede57149a1af2f32ce228767,2020-11-21,2020-11-07,2020-12-02,Gävle,769618-4170,NORRTULL 24:9,Norra Slottsgatan 24A,1350000,1175000,1284297,33750,175000,14.89,2.0,40.0,2,3,True,False,True,lagenhet,1955,False,2669,801,14,VD Pro
f923f9d89c2f91ed32f040c44fe29e65a22c4a88,2020-11-21,2020-11-11,2021-02-04,Gävle,785000-2002,SÖDERTULL 27:10,Fleminggatan 29,1160000,1095000,1085579,29000,65000,5.93,1.0,40.0,4,6,False,False,False,lagenhet,1962,False,1977,593,10,VD Pro
64d467a33b1d7b25db0b03fdeb48da0c986ba225,2020-11-20,2020-11-06,2020-12-07,Gävle,716413-4939,VÄSTER 13:12,Brändströmsgatan 16 A,875000,950000,832415,22436,-75000,-7.89,2.0,39.0,1,3,False,False,True,lagenhet,1942,False,3065,943,14,VD Pro
0f1b10c402bbc3436429d59a6ebb39913e98326f,2020-11-20,2020-11-10,2020-12-29,Gävle,785000-0436,STIGSLUND 49:4,Furumovägen 9B,1385000,1300000,1317594,23083,85000,6.53,3.0,60.0,3,3,False,True,False,lagenhet,1962,False,2917,583,10,VD Pro
4eb40e71b1789c3bd6de08c46cbc6d0b5941cc02,2020-11-20,,2021-03-18,Gävle,785000-2002,SÖDERTULL 27:10,Fleminggatan 27C,1720000,1495000,1609651,25672,225000,15.05,3.0,67.0,2,3,False,True,False,lagenhet,,False,2789,500,,VD Pro
f5e3d2bf1a1d2aa8fac05aecc4a719dea283badf,2020-11-20,2020-09-22,2020-12-07,Gävle,716413-4830,NORR 20:7,Ruddammsgatan 50,1350000,1350000,1284297,25472,0,0.0,2.0,53.0,4,6,False,False,True,lagenhet,1984,False,2386,540,59,VD Pro
6fc3a3d35f12da4a2d9a681c363d6a0dd1bd8332,2020-11-20,2020-11-06,2021-02-02,Gävle,716458-6344,NORR 20:8,Ruddammsgatan 48,2870000,2795000,2730321,24957,75000,2.68,4.0,115.0,5,6,True,True,False,lagenhet,2009,False,4859,507,14,VD Pro
f01d27eb97c71de78e657d80fb5c6b06d42d2e7c,2020-11-20,2020-11-04,2020-11-26,Gävle,716458-6344,NORR 20:8,Ruddammsgatan 48,1900000,1695000,1807530,31148,205000,12.09,2.0,61.0,3,6,True,False,True,lagenhet,2009,False,2801,551,16,VD Pro
0722cec62388c9d2758471733fec3c31146e8469,2020-11-20,2020-11-17,2021-01-11,Gävle,785000-1582,STIGSLUND 43:3,Furumovägen 16,1400000,1250000,1331864,18919,150000,12.0,3.0,74.0,8,9,False,False,True,lagenhet,,False,3450,559,3,VD Pro
c52f9deece22b4bc88f1efcfe532588a09abb105,2020-11-20,2020-09-07,2021-02-08,Gävle,769631-4751,ALDERHOLMEN 5:25,Redargatan 1,2450000,2395000,2330762,30247,55000,2.29,3.0,81.0,3,4,True,True,False,lagenhet,2018,False,4329,641,74,VD Pro
632bee4c3e19f5df58e0a9051139312c1263b79c,2020-11-20,,2020-12-18,Gävle,785000-0410,VÄSTER 9:3,Klintbergsgatan 13,1295000,1295000,1231974,24904,0,0.0,2.0,52.0,2,2,False,False,False,lagenhet,1947,False,2928,676,,VD Pro
6bd2ce54198d30dce1c91eb46ee868f91d89ac7c,2020-11-20,2020-11-04,2021-02-16,Gävle,785000-1145,BRYNÄS 69:3,Hillmanskroken 9B,1050000,1075000,982636,18421,-25000,-2.32,2.0,57.0,1,3,False,True,False,lagenhet,1953,False,3980,838,16,VD Pro
5bc9e3c907f733ab84999a2aaacaba9682a2b0ea,2020-11-20,2020-11-16,2021-03-01,Gävle,785000-2028,STIGSLUND 51:3,Tallåsvägen 14,1850000,1695000,1759963,26429,155000,9.14,3.0,70.0,2,4,False,True,False,lagenhet,1961,False,3570,612,4,VD Pro
e54a20f8c440205f6ee5df8506687911da319382,2020-11-19,2020-09-28,2021-01-20,Gävle,769630-4109,ALDERHOLMEN 5:24,Eldaregränd 8,3585000,3585000,3410523,26955,0,0.0,4.0,133.0,1,2,False,False,True,lagenhet,2016,False,6316,570,52,VD Pro
97857e51faa1daab58d6ec7a70c88dd686dead4c,2020-11-19,2020-11-12,2021-02-25,Gävle,769619-1258,OLSBACKA 44:2,Drejargatan 4,1120000,1050000,1065491,20741,70000,6.66,2.0,54.0,2,3,False,True,False,lagenhet,1943,False,4011,891,7,VD Pro
f6b2a7881f55d4cfe026914aa140a604690457f2,2020-11-19,2020-11-04,2021-02-09,Gävle,769628-1968,SÖDER 66:10,Muréngatan 20 A,3275000,2450000,3064889,60313,825000,33.67,2.0,54.3,13,15,False,False,True,lagenhet,2016,False,3080,681,15,VD Pro
771062910f9e8585ab10779aafd5de9058db8099,2020-11-19,2020-11-06,2021-01-31,Gävle,785000-2044,SÖDER 43:5,Brunnsgatan 83 B,1305000,1195000,1221276,19924,110000,9.2,2.0,65.5,1,3,False,False,True,lagenhet,1963,False,3196,586,13,VD Pro
07c3c6f8625bfaedb2960a52ab0ae0569e3802d1,2020-11-19,2019-09-23,2021-01-10,Gävle,785000-1582,STIGSLUND 43:3,Furumovägen 16,850000,875000,808631,21795,-25000,-2.85,1.0,39.0,1,9,True,False,False,lagenhet,1959,False,1982,610,423,VD Pro
526b79d4cad515dcf4b2cddd1de130f2129811d6,2020-11-19,2020-04-21,2020-12-17,Gävle,785000-1061,VÄSTER 22:10,Kaplansgatan 19A,1700000,1675000,1617263,30357,25000,1.49,2.0,56.0,1,3,False,True,False,lagenhet,1943,False,2978,638,212,VD Pro
952d5d9bc0739bd2623f73f61dbb56ef017a2fa7,2020-11-18,,2021-01-21,Gävle,716413-5365,SÄTRA 166:1,Vinbärsvägen 73B,1400000,1095000,1383003,12281,305000,27.85,4.0,114.0,0,2,False,False,False,lagenhet,1988,False,5813,612,,VD Pro
94e8ce3e2fe012acad472807ca7776bf8ba32c49,2020-11-18,2020-11-04,2021-01-31,Gävle,769628-5365,STRÖMSBRO 28:5,Rösgatan 33 A,2000000,1975000,1902663,27778,25000,1.26,3.0,72.0,1,2,True,False,False,lagenhet,1957,False,3935,656,14,VD Pro
a800ddbce9017bf0bfb8bd0ea525c2c2f2e8673e,2020-11-18,2020-11-12,2021-02-14,Gävle,785000-0782,SÖDER 52:1,Kålhagsgatan 2,1635000,1495000,1555427,27901,140000,9.36,2.0,58.6,3,4,True,False,True,lagenhet,1957,False,2910,596,6,VD Pro
9b9f99093bf4fdac0c49b83a4c1300cff10ffaca,2020-11-18,2020-11-04,2021-02-14,Gävle,716413-5480,SÄTRA 168:1,Vinbärsvägen 191A,1275000,895000,1259520,11486,380000,42.45,4.0,111.0,,,False,False,False,villa,1989,False,6070,656,14,VD Pro
a47bcc8ebc094c17751638f74f6a69983dfbfa42,2020-11-18,2020-11-06,2021-01-31,Gävle,785000-0261,NORRTULL 26:8,Norra slottsgatan 21,1710000,1495000,1626777,31091,215000,14.38,2.0,55.0,1,5,True,True,False,lagenhet,,False,2055,448,12,VD Pro
aa9ba1aa6de2b3cb21a51d21c8ea1fb9f6ade785,2020-11-17,2020-11-03,2021-01-18,Gävle,785000-0204,LILLHAGEN 49:1,Vretvägen 6 A,2400000,1995000,2370862,25263,405000,20.3,4.0,95.0,,,True,False,False,radhus,1965,False,3800,480,14,VD Pro
e87127f56773675cbc3550d2a84c0687a9ac7c08,2020-11-16,2020-10-28,2020-12-16,Gävle,785000-2341,SÖDER 55:4,Södra Stapeltorgsgatan 26,1475000,1425000,1403214,29500,50000,3.5,2.0,50.0,3,3,True,False,True,lagenhet,1958,False,2769,665,19,VD Pro
5e4c692ecc0564d71056fea48b693cc34f8151bc,2020-11-16,2020-10-23,2020-12-21,Gävle,785000-0378,SÖDER 55:1,Södra Stapeltorgsgatan 28 A,1450000,1495000,1379430,24786,-45000,-3.01,2.0,58.5,3,3,False,False,True,lagenhet,1957,False,2659,545,24,VD Pro
5c55c6fb977df3c66739aaff62d051b451a84e46,2020-11-16,2020-10-28,2021-01-20,Gävle,716413-4871,SÖDER 73:3,Södra Kansligatan 33,1650000,1475000,1569697,25581,175000,11.86,2.0,64.5,3,6,False,False,False,lagenhet,1988,False,3500,651,19,VD Pro
0c60393118a376740590f45cbcfc0db0dfbbde8c,2020-11-14,2020-10-14,2021-01-31,Gävle,785000-2267,STRÖMSBRO 28:1,Svangatan 6 C,2750000,2895000,2616161,29891,-145000,-5.0,3.0,92.0,,,True,False,True,radhus,1951,False,4389,572,31,VD Pro
53f6f2857b95807033ea0f21843bdc4da1474cd5,2020-11-14,2020-10-12,2021-02-28,Gävle,785000-2085,SÖDER 75:5,Södra Kansligatan 32,3150000,3350000,2996694,30288,-200000,-5.97,3.0,104.0,5,7,False,False,False,lagenhet,1957,False,4658,537,33,VD Pro
5b6ac801fff8b2d5aa801c4a1eaa26ce2d8c964c,2020-11-13,2020-11-05,2020-12-14,Gävle,785000-1251,SÖDERTULL 15:15,Fleminggatan 12B,1140000,975000,1084518,30811,165000,16.92,1.0,37.0,3,3,True,False,True,lagenhet,1946,False,1910,619,8,VD Pro
01e1268034cc7c476e546f07d604e067a2ce80fd,2020-11-13,,2021-01-14,Gävle,769629-0084,VÄSTER 8:3,Brändströmsgatan 5B,1935000,1895000,1840826,21500,40000,2.11,4.0,90.0,3,3,False,True,False,lagenhet,1950,False,4955,661,,VD Pro
daef79a0b4b51b39b89f15b3e8581dcf227fafaf,2020-11-13,2020-10-30,2021-01-13,Gävle,785000-1244,STRÖMSBRO 21:1,Rösgatan 37A,2200000,1995000,2092929,24444,205000,10.27,4.0,90.0,,,False,True,False,villa,1963,False,4354,581,14,VD Pro
9b2ee7c9d6b49d6a7c01d2c9ca02f202f7065633,2020-11-13,2020-11-06,2021-02-18,Gävle,716413-4863,BRYNÄS 83:4,Brynäsgatan 77,1420000,1250000,1328898,15778,170000,13.6,4.0,90.0,0,3,True,False,True,lagenhet,1984,False,5458,728,7,VD Pro
f8bb2efbb7f95fc5915cdafcb7d3e8849822a10c,2020-11-13,2020-09-11,2021-01-14,Gävle,785000-1616,NORR 7:7,Staketgatan 36B,1750000,1750000,1664830,24579,0,0.0,3.0,71.2,3,3,False,False,True,lagenhet,1960,False,2973,501,63,VD Pro
46498264d1b84abc73c60cc82624a6838524e149,2020-11-13,2020-10-30,2021-01-07,Gävle,785000-2101,SÖDER 61:8,Södra Rådmansgatan 29A,1325000,1295000,1239993,20076,30000,2.31,3.0,66.0,3,3,False,True,False,lagenhet,1955,False,3227,587,14,VD Pro
d24a1e60f966e44ae9855ce2fe831bca6c57a739,2020-11-13,2020-11-03,2020-12-13,Gävle,785000-0303,FORSBACKA 3:2,Mariagatan 6,603000,585000,595679,10964,18000,3.07,2.0,55.0,1,3,False,False,False,lagenhet,1955,False,3895,850,10,VD Pro
33252ebd4c5cb77758950f50c5e45b2337f46ee1,2020-11-12,2020-08-28,2021-03-10,Gävle,716413-4079,BJÖRSJÖ 41:1,Pukslagarvägen 57,1525000,1250000,1506485,14319,275000,22.0,4.0,106.5,,2,True,False,False,radhus,1983,False,6436,725,76,VD Pro
a93c0b1372c0467998e2176cda1d2b6c8fc031e6,2020-11-12,2020-06-22,2021-01-26,Gävle,716413-6314,SÖDERTULL 24:7,Lilla Centralgatan 41,1450000,1295000,1356973,20280,155000,11.96,2.0,71.5,4,4,False,False,False,lagenhet,1990,False,4263,715,143,VD Pro
eb3ab0223fed8d19d7e9755d9b7c89ed2408a958,2020-11-12,2020-10-29,2021-03-11,Gävle,785000-2267,STRÖMSBRO 28:1,Svangatan 4 G,3415000,3095000,3248797,37120,320000,10.33,4.0,92.0,,,True,False,True,radhus,1954,False,4389,572,14,VD Pro
41e88e803d1efb1dd18277df7fbd9a3ccfe09f32,2020-11-12,2020-04-18,2020-12-13,Gävle,785000-1616,NORR 7:7,Staketgatan 36A,1795000,1795000,1707640,19511,0,0.0,3.0,92.0,3,3,False,True,False,lagenhet,1961,False,4055,529,208,VD Pro
77d276606037aeaf6eac2eebb2188ef33788ec6f,2020-11-12,,2021-01-14,Gävle,785000-1921,NORRTULL 18:5,Norrtullsgatan 4B,1400000,1350000,1331864,26415,50000,3.7,2.0,53.0,3,3,False,True,False,lagenhet,1942,False,3898,883,,VD Pro
2bc534cb226059079372aa9767086e802ca08d45,2020-11-12,2020-10-30,2021-02-14,Gävle,785000-0592,STIGSLUND 42:5,Furumovägen 21 K,2270000,2050000,2159522,25506,220000,10.73,4.0,89.0,,,False,False,False,villa,1961,False,4828,651,13,VD Pro
3885a3feef9c48228ebcb4c164523e9527d39286,2020-11-12,,2021-01-31,Gävle,785000-0410,VÄSTER 10:5,Brändströmsgatan 13A,975000,995000,927548,31452,-20000,-2.01,2.0,31.0,3,3,False,False,False,lagenhet,1946,False,1887,730,,VD Pro
8571d1426c2152061819f0422c31e476671b02f7,2020-11-11,2020-09-10,,Gävle,785000-2309,VÄSTER 11:19,Västra Vägen 22 B,1100000,950000,1046464,36304,150000,15.78,1.0,30.3,3,3,True,False,True,lagenhet,1948,False,1735,687,62,VD Pro
97c5862f43a1745ec0ba277fae169905e12aad46,2020-11-11,,2021-02-14,Gävle,785000-0063,BRYNÄS 59:9,Brynäsgränd 1B,1700000,1395000,1590935,21250,305000,21.86,3.0,80.0,2,4,False,True,False,lagenhet,1953,False,3508,526,,VD Pro
509ab38df2fd639667d5f9e88777c05188a3f223,2020-11-10,2020-08-28,2020-12-01,Gävle,769628-6637,SÖDER 60:10,Södra Rådmansgatan 13,2675000,2650000,2503383,24318,25000,0.94,4.0,110.0,2,3,False,True,False,lagenhet,1949,False,4808,525,74,VD Pro
1d412770b21b8db599f7d3a543c19952218a7898,2020-11-10,2020-11-03,2020-12-01,Gävle,785000-0022,VÄSTER 21:3,Hantverkargatan 6 A,1135000,950000,1079761,20826,185000,19.47,2.0,54.5,1,3,True,False,True,lagenhet,1960,False,3193,703,7,VD Pro
6249b609c7a80177ebb84097522b340870180812,2020-11-10,2020-10-23,2021-01-03,Gävle,785000-0360,BRYNÄS 66:19,Fjärde Tvärgatan 48,875000,850000,818863,22552,25000,2.94,1.0,38.8,1,3,False,False,True,lagenhet,1965,False,2109,652,18,VD Pro
8b93dcd680c6f56c5a9670765783141531ddac6d,2020-11-09,2020-11-09,2021-02-25,Gävle,785000-2531,STIGSLUND 40:1,Vallarstigen 19 C,3350000,2995000,3186960,32212,355000,11.85,4.0,104.0,,,False,False,True,radhus,1961,False,3660,422,0,VD Pro
625a8971400d6185f8d6feaff1adec253a2edeab,2020-11-09,2020-10-20,2021-02-25,Gävle,785000-2085,SÖDER 48:5,Södra Kansligatan 28,2650000,2750000,2521028,27461,-100000,-3.63,4.0,96.5,3,6,False,False,False,lagenhet,1958,False,4271,531,20,VD Pro
a01174ce955d5eea20a64f430442618d4d5befb5,2020-11-09,,2020-12-08,Gävle,785000-1681,SÖDERTULL 24:4,Muréngatan 42C,1255000,1095000,1174484,29186,160000,14.61,2.0,43.0,2,4,False,True,False,lagenhet,1939,False,2522,704,,VD Pro
cb54ab3b28e78dac0bb710d8f3f42d7d77e16632,2020-11-08,2020-10-23,2021-02-14,Gävle,785000-3281,SÖDERTULL 41:11,Sörbygatan 71H,1720000,1595000,1609651,23243,125000,7.83,3.0,74.0,2,3,True,True,False,lagenhet,1971,False,3489,566,16,VD Pro
72920fb3f9b42d369141664a305a6bc5ea4344f7,2020-11-06,2020-10-08,2021-01-03,Gävle,785000-0022,VÄSTER 21:3,Hantverkargatan 6 B,1565000,1595000,1488833,24763,-30000,-1.88,3.0,63.2,3,3,True,False,False,lagenhet,1960,False,3920,744,29,VD Pro
f66e535586192e33553c0b9501e6569155c7bd49,2020-11-06,2020-10-23,2021-01-31,Gävle,785000-1715,SÖDERTULL 9:1,Batterigatan 30,4300000,3775000,4090725,30714,525000,13.9,6.0,140.0,,,True,False,True,radhus,1954,False,6528,560,14,VD Pro
52cf0958e94033c0b195e2d9bc2368db3282ee9f,2020-11-06,2020-11-06,2021-02-02,Gävle,785000-0360,BRYNÄS 66:19,Fjärde Tvärgatan 50,1330000,1250000,1244672,16964,80000,6.4,3.0,78.4,5,3,False,False,True,lagenhet,1966,False,3846,589,0,VD Pro
312919f4fe48e379713f2015cf08b814c0898f74,2020-11-06,2020-09-30,2020-12-14,Gävle,785000-3141,SÄTRA 80:1,Fältspatvägen 48,1130000,1095000,1116281,17385,35000,3.19,2.0,65.0,2,5,True,False,True,lagenhet,1969,False,2826,522,37,VD Pro
d2d1741cbc354294efcc19b86de9bdd278a197bd,2020-11-06,,2021-02-11,Gävle,785000-0360,BRYNÄS 66:19,Fjärde tvärgatan 48,1140000,1195000,1066862,19655,-55000,-4.6,2.0,58.0,3,3,False,True,False,lagenhet,,False,2907,601,,VD Pro
51c0d2739e0f6cf9e5971d33e22ac2c84199e982,2020-11-06,,2021-01-31,Gävle,785000-3109,BRYNÄS 23:7,Femte Tvärgatan 16,1400000,1295000,1310181,20896,105000,8.1,2.0,67.0,1,4,True,True,False,lagenhet,1973,False,2768,496,,VD Pro
da7c19077f8a52612a71d453c11d72d252c4f652,2020-11-06,2020-10-30,2021-01-07,Gävle,769630-9744,VALLBACKEN 6:2,Strömsborgsvägen 4,1900000,1795000,1807530,31667,105000,5.84,2.0,60.0,,3,False,False,False,lagenhet,1897,False,2639,528,7,VD Pro
21b60f614f618625e181a826e0ccf3208872d17f,2020-11-05,2020-10-13,2020-12-03,Gävle,785000-2408,KRISTINELUND 3:9,Solgårdsgatan 22b,750000,675000,740894,16779,75000,11.11,2.0,44.7,3,3,True,False,True,lagenhet,1962,False,2404,645,23,VD Pro
49bbb30fa00636b595587ae4a735c6f51bb159d8,2020-11-05,2020-10-22,2020-12-29,Gävle,716413-3758,BJÖRSJÖ 36:1,Trumslagarvägen 14 D,1250000,1195000,1234824,18939,55000,4.6,2.0,66.0,,,False,False,False,lagenhet,1982,False,4806,874,14,VD Pro
aae482bc37ba557f09e0e55f476d74385ab80e2d,2020-11-05,2020-10-23,2021-01-07,Gävle,785000-1152,NORRTULL 21:9,Hantverkargatan 19 A,1715000,1550000,1631533,31468,165000,10.64,2.0,54.5,2,3,False,False,True,lagenhet,1945,False,3159,696,13,VD Pro
7681a8e8db66f434a63db9c4ec4f8381e2c7bf9c,2020-11-05,2020-09-24,2021-02-28,Gävle,769618-4170,NORRTULL 24:9,Norra Slottsgatan 22 B,2500000,2475000,2378329,25253,25000,1.01,4.0,99.0,3,5,False,False,True,lagenhet,1968,False,4917,596,42,VD Pro
f9801f0606f0a60411d15b4d8de2c0809d6295cf,2020-11-05,2020-10-01,2021-02-04,Gävle,769623-4025,OLSBACKA 51:3,Liljevägen 12,2400000,2295000,2283195,27273,105000,4.57,4.0,88.0,1,4,True,True,False,lagenhet,2016,False,4864,663,35,VD Pro
49182a818c32cf7f3877c13de85f60775c9bbcaf,2020-11-04,2020-10-16,2021-01-26,Gävle,785000-2358,BRYNÄS 69:15,Hillmanskroken 4,950000,850000,889051,24359,100000,11.76,1.0,39.0,3,3,False,False,True,lagenhet,1960,False,2450,754,19,VD Pro
7e983262a272a22820e80a85f2269599f52088bb,2020-11-04,2020-10-21,2021-01-28,Gävle,716458-6146,FORSBACKA 20:9,Stentorpsvägen 6,1600000,1295000,1580575,19277,305000,23.55,3.0,83.0,,1,False,False,True,lagenhet,1840,False,5285,764,14,VD Pro
bf23cffda27aee86750b9f9188e90ef8a9a9da5f,2020-11-04,2020-09-08,2021-01-31,Gävle,785000-0055,BRYNÄS 60:9,Brynäsgränd 15,1200000,1225000,1123012,20000,-25000,-2.04,3.0,60.0,4,4,True,False,True,lagenhet,1964,False,2654,531,57,VD Pro
d4c858eec3939e38200247b1ff9833a89cd1a3a3,2020-11-04,2020-10-22,2021-02-04,Gävle,769614-0941,NORR 17:6,Ruddammsgatan 38,1425000,1395000,1355647,30978,30000,2.15,2.0,46.0,5,5,False,False,True,lagenhet,1988,False,2323,606,13,VD Pro
89d7f7d43f9358651283aa2beaeef007ceecf617,2020-11-04,2020-10-08,2021-02-14,Gävle,785000-2309,VÄSTER 11:19,Västra Vägen 24 A,2350000,2250000,2235629,23980,100000,4.44,4.0,98.0,3,3,False,True,False,lagenhet,1948,False,4979,610,27,VD Pro
1c37737ee77be208f9abbaf818b99bb9da79eb38,2020-11-04,2020-10-07,2020-12-02,Gävle,785000-1079,NORRTULL 27:14,Staketgatan 29,1625000,1650000,1545913,26423,-25000,-1.51,2.0,61.5,1,6,False,False,True,lagenhet,1954,False,3601,703,28,VD Pro
e62de81c9c21c508a61f51042298bca4ee57a8b8,2020-11-04,2020-10-21,2021-01-17,Gävle,785000-1202,BRYNÄS 52:16,Tredje Tvärgatan 26 B,1175000,1175000,1099616,21759,0,0.0,2.0,54.0,2,3,True,False,True,lagenhet,1955,False,2476,550,14,VD Pro
534e35ce9dc1a4d083b6f8f90c2c8196384fb2ce,2020-11-04,,2020-12-02,Gävle,785000-1590,NORRTULL 18:6,Norra kungsgatan 35A,695000,695000,661175,19857,0,0.0,1.0,35.0,2,4,True,True,False,lagenhet,1900,False,3150,1080,,VD Pro
f773b16b8e35e1cabbd90bb51596f060c0930579,2020-11-04,,2021-01-24,Gävle,785000-2705,VÄSTER 18:7,Valbogatan 14B,1715000,1595000,1631533,30625,120000,7.52,2.0,56.0,3,3,False,True,False,lagenhet,1944,False,3102,665,,VD Pro
5d2b60b9d67da58791f7e7df5b327195c60bf6b2,2020-11-03,2018-09-05,2021-06-14,Gävle,769635-2140,SÖDERTULL 24:9,Muréngatan 40. Lgh 1301-10,2940000,2940000,2751381,28000,0,0.0,4.0,105.0,4,4,False,False,True,lagenhet,2020,True,5863,670,790,VD Pro
d2a27b03fc5f19e627747518efde8c3d0816122e,2020-11-03,2020-10-06,2021-01-13,Gävle,785000-2028,STIGSLUND 51:3,Tallåsvägen 12,1430000,1395000,1360404,16437,35000,2.5,4.0,87.0,4,4,True,False,False,lagenhet,1961,False,4336,598,28,VD Pro
aeaec5ee6dc77e2936816a057639462ef810f4b5,2020-11-03,2020-10-19,2020-12-29,Gävle,716413-5100,NORRTULL 25:12,Hantverkargatan 22 A,1905000,1495000,1812286,32017,410000,27.42,2.0,59.5,4,4,False,False,True,lagenhet,1988,False,3684,743,15,VD Pro
e20417885c9d20a6db04720bdb4123953b7e70e1,2020-11-02,2020-03-27,2020-12-14,Gävle,785000-1616,NORR 7:7,Norra Kopparslagargatan 19,1895000,1895000,1802773,25267,0,0.0,3.0,75.0,1,3,False,True,False,lagenhet,1962,False,3152,504,220,VD Pro
db7b637451f1d1d5b1778db5537862874414d634,2020-11-02,,2020-11-01,Gävle,769631-1989,VÄSTER 8:1,Brändströmsgatan 1A,1,750000,0,,-749999,-99.99,1.0,22.5,,4,True,False,True,lagenhet,1950,False,1737,926,,VD Pro
0899f6ba0447ca4584f67ae89432cc9f57a426cf,2020-11-02,2020-04-24,,Gävle,769637-3039,FREDRIKSSKANS 2:80,Sekatörsslingan 42,2575000,2575000,2449678,21458,0,0.0,6.0,120.0,,,False,False,False,lagenhet,,True,4995,500,192,VD Pro
f39179febe31a138e8d31e52d2a983b16e044596,2020-11-02,2020-04-24,,Gävle,769637-3039,FREDRIKSSKANS 2:80,Sekatörsslingan 34 lgh 35,2625000,2625000,2497245,21875,0,0.0,6.0,120.0,,,False,False,False,lagenhet,,True,4995,500,192,VD Pro
09e68840966897968a783828fd999788766f1ff4,2020-11-02,2020-10-14,2020-12-10,Gävle,785000-0022,VÄSTER 21:3,Byggmästargatan 14 C,1250000,1250000,1189164,23277,0,0.0,2.0,53.7,1,4,True,False,False,lagenhet,1960,False,3134,700,19,VD Pro
15fe340122a336de23020f5b53faf4e733d85532,2020-11-02,2020-08-28,2020-12-01,Gävle,785000-1574,VÄSTER 11:20,Västra vägen 30 B,875000,895000,832415,29070,-20000,-2.23,1.0,30.1,2,3,True,False,True,lagenhet,1945,False,1680,670,66,VD Pro
0dc254e4fc47ddc5c045bd90eac218e20f74604f,2020-11-01,2020-10-19,2021-01-26,Gävle,785000-2697,VÄSTER 18:6,Byggmästargatan 18A,2300000,2300000,2187423,21495,0,0.0,3.0,107.0,3,3,False,False,False,ovrigt,1925,False,4398,493,13,VD Pro
